date,eth_in_trust,net_assets_usd,implied_eth_px,nav_usd,closing_price_usd,premium_discount_pct,shares_outstanding,share_delta,eth_delta,management_fee_pct,est_fee_drain_eth,w_shares,flow_method_agreement,flow_eth_final,flow_usd_final,cumulative_flow_usd,eth_inventory,cost_basis_usd,avg_buy_price_ex_fee,effective_cost_per_current_eth,confidence_score_0_1,observed_annual_fee_drag_pct,estimated_annual_fee_pct,fee_model_error_pct,obs_ts_utc
2024-07-11,3032.9692019705026,9461892.0,3119.679551593447,23.65473,23.65473,0.0,400000.0,0.0,-0.020773761657437717,0.25,0.02077390394337096,1.0,7.028052240620752e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.3021520662546,0.6999952591056824,0.2499982879604623,0.25,-1.7120395376934994e-06,backfill
2024-07-12,3032.9484283511306,9487682.8,3128.204459829221,23.719207,23.719207,0.0,400000.0,0.0,-0.020773619371993846,0.25,0.020773761657332208,1.0,7.028081624116389e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.3247089303095,0.6999952590962206,0.24999828753091702,0.25,-1.7124690829817268e-06,backfill
2024-07-15,3032.886108346715,10313220.0,3400.463990921853,25.78305,25.78305,0.0,400000.0,0.0,-0.062320004415596486,0.25,0.06232085811680405,1.0,1.1713686471903628e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.3923804494734,0.6999866527400698,0.24999657547686294,0.25,-3.424523137063318e-06,backfill
2024-07-16,3032.865335296473,10510456.0,3465.5201725178745,26.27614,26.27614,0.0,400000.0,0.0,-0.02077305024204179,0.25,0.020773192522922704,1.0,7.028301801881298e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.4149379315313,0.6999952591891979,0.24999828766059107,0.25,-1.7123394089324506e-06,backfill
2024-07-17,3032.844562388512,10367613.6,3418.4454187243646,25.919034,25.919034,0.0,400000.0,0.0,-0.020772907961145393,0.25,0.020773050241756665,1.0,7.028315121448969e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.4374955680923,0.6999952591592611,0.24999828766464338,0.25,-1.7123353566184107e-06,backfill
2024-07-18,3032.823789622829,10310511.2,3399.6407029246975,25.776278,25.776278,0.0,400000.0,0.0,-0.02077276568297748,0.25,0.02077290796156515,1.0,7.028415083043527e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.4600533591583,0.6999952592397526,0.24999828765653875,0.25,-1.7123434612464905e-06,backfill
2024-07-19,3032.8030169994254,10681529.2,3521.9990022853876,26.703823,26.703823,0.0,400000.0,0.0,-0.020772623403445323,0.25,0.020772765682348142,1.0,7.028399515274231e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.4826113047284,0.6999952591729977,0.24999828763222487,0.25,-1.7123677751307298e-06,backfill
2024-07-22,3032.740699982873,10560164.8,3482.053312391578,26.400412,26.400412,0.0,400000.0,0.0,-0.06231701655224242,0.25,0.06231787021231696,1.0,1.171425088819511e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.550286068484,0.6999866527602643,0.2499965754120259,0.25,-3.424587974087956e-06,backfill
2024-07-23,3032.7199279285724,10535520.4,3473.950991312304,26.338801,26.338801,0.0,400000.0,0.0,-0.02077205430077811,0.25,0.02077219657522516,1.0,7.028619629978472e-06,0.0,0.0,0.0,3033.322375270239,9988484.000000127,3292.91870901465,3293.5728446320873,0.6999952592658849,0.24999828742960917,0.25,-1.7125703908327239e-06,backfill
2024-07-24,79759.98780323514,269883320.16,3383.6930971678953,25.654308,25.654308,0.0,10520000.0,10120000.0,76727.26787530657,0.25,0.020772054300880635,1.0,0.9999999999990686,76727.28864721795,259621596.96,259621596.96,79760.61102248818,269610080.96000016,3380.2409172114376,3380.2673293421003,0.9999999999978579,0.24999828783484057,0.25,-1.7121651594287357e-06,backfill
2024-07-25,84914.99475891014,264801140.80000004,3118.4261572626087,23.642959,23.642959,0.0,11200000.0,680000.0,5155.006955674995,0.25,0.5463012863235284,1.0,0.9999999996371072,5155.553253219492,16077212.120000001,275698809.08,84916.16427570768,285687293.08000016,3364.3452399995876,3364.3915764361864,0.9999999991652696,0.24999828774163735,0.25,-1.712258362651653e-06,backfill
2024-07-26,107659.3452479854,351844447.6,3268.127321316652,24.777778,24.777778,0.0,14200000.0,3000000.0,22744.350489075267,0.25,0.5816095531432202,1.0,0.9999999999124242,22744.9320946446,74333334.0,350032143.08,107661.09637035227,360020627.08000016,3344.0178413336566,3344.072233123089,0.9999999997985711,0.24999828763627718,0.25,-1.71236372281669e-06,backfill
2024-07-29,134343.97172755803,444295704.12,3307.1502830139016,25.073121,25.073121,0.0,17720000.0,3520000.0,26684.62647957263,0.25,2.212178327013399,1.0,0.9999999994322337,26686.83862759587,88257385.92,438289529.0,134347.93499794815,448278013.0000002,3336.694479203172,3336.7929147508203,0.9999999986940434,0.2499965754133767,0.25,-3.4245866233073574e-06,backfill
2024-07-30,151931.98382935658,496702241.64,3269.2408084256895,24.785541,24.785541,0.0,20040000.0,2320000.0,17588.01210179855,0.25,0.920164189914781,1.0,0.9999999998208352,17588.932259685833,57502455.120000005,495791984.12,151936.86725763397,505780468.1200002,3328.8857223991995,3328.9927201113287,0.9999999995879022,0.24999828758764941,0.25,-1.7124123505851685e-06,backfill
2024-07-31,188018.33291018743,617017056.0,3281.685601875525,24.87972,24.87972,0.0,24800000.0,4760000.0,36086.34908083084,0.25,1.0406300262284698,1.0,0.999999999901245,36087.389703729445,118427467.19999999,614219451.3199999,188024.25696136343,624207935.3200002,3319.82662986014,3319.931230419811,0.9999999997728577,0.24999828742960917,0.25,-1.7125703908327239e-06,backfill
2024-08-01,189533.31161512816,589783825.0,3111.768691076502,23.591353,23.591353,0.0,25000000.0,200000.0,1514.9787049407314,0.25,1.2877968007547085,1.0,0.9999999970913866,1516.26649292102,4718270.600000001,618937721.92,189540.52345428444,628926205.9200002,3318.162229681147,3318.2884874460274,0.9999999933052444,0.24999828773758503,0.25,-1.7122624149656929e-06,backfill
2024-08-02,218340.8794951517,656458416.0,3006.575852940891,22.793695,22.793695,0.0,28800000.0,3800000.0,28807.567880023533,0.25,1.2981733672269051,1.0,0.9999999998456799,28808.866044499184,86616041.0,705553762.92,218349.38949878362,715542246.9200002,3277.0517406186123,3277.1794662294974,0.9999999996450497,0.24999828754712627,0.25,-1.7124528737255673e-06,backfill
2024-08-05,218336.39310018133,521564947.2,2388.813609102216,18.109894,18.109894,0.0,28800000.0,0.0,-4.486394970357651,0.25,4.486456427982569,1.0,1.6271373692866575e-08,0.0,0.0,705553762.92,218349.38949878362,715542246.9200002,3277.0517406186123,3277.246805994827,0.6999863062157075,0.24999657548226603,0.25,-3.4245177339686794e-06,backfill
2024-08-06,238045.68702736992,594908858.8,2499.137313635106,18.946142,18.946142,0.0,31400000.0,2600000.0,19709.293927188584,0.25,1.495454747261516,1.0,0.9999999997401691,19710.789371692903,49259969.199999996,754813732.12,238060.17887047652,764802216.1200002,3212.642365257202,3212.8379458186323,0.9999999994023495,0.24999828765248644,0.25,-1.7123475135605304e-06,backfill
2024-08-07,282013.97786932776,663026276.4,2351.040474693122,17.823287,17.823287,0.0,37200000.0,5800000.0,43968.290841957845,0.25,1.6304499111463693,1.0,0.9999999998730116,43969.921280701645,103375064.60000001,858188796.72,282030.1001511782,868177280.7200003,3078.3142659405016,3078.4902481758313,0.9999999997079172,0.2499982874133999,0.25,-1.7125866000888834e-06,backfill
2024-08-08,282012.04627996974,727616785.2,2580.091151417204,19.559591,19.559591,0.0,37200000.0,0.0,-1.9315893580205739,0.25,1.9316025881460805,1.0,7.558506709415269e-08,0.0,0.0,858188796.72,282030.1001511782,868177280.7200003,3078.3142659405016,3078.5113337254757,0.6999931733286588,0.24999828811850255,0.25,-1.711881497445944e-06,backfill
2024-08-09,286558.66494100034,742319764.2,2590.4635071943785,19.638089,19.638089,0.0,37800000.0,600000.0,4546.618661030603,0.25,1.9315893580819847,1.0,0.9999999985456942,4548.55023715872,11782853.4,869971650.12,286578.6503883369,879960134.1200002,3070.571143131507,3070.785293828667,0.999999996653861,0.24999828736882446,0.25,-1.7126311755433221e-06,backfill
2024-08-12,294133.5381217109,780324647.9999999,2652.960464770642,20.11146,20.11146,0.0,38800000.0,1000000.0,7574.873180710536,0.25,5.888191745363021,1.0,0.9999999946800001,7580.7612917966,20111460.0,890083110.12,294159.4116801335,900071594.1200002,3059.8089280200584,3060.078085170809,0.9999999877557295,0.24999657545660137,0.25,-3.424543398633517e-06,backfill
2024-08-13,294131.5235222348,794178382.0000001,2700.07910913354,20.468515,20.468515,0.0,38800000.0,0.0,-2.014599476067815,0.25,2.014613274806239,1.0,7.247038791291516e-08,0.0,0.0,890083110.12,294159.4116801335,900071594.1200002,3059.8089280200584,3060.0990446097476,0.6999931723705155,0.24999828762817256,0.25,-1.7123718274447697e-06,backfill
2024-08-14,312323.08680892154,830862230.8,2660.2651737632464,20.166559,20.166559,0.0,41200000.0,2400000.0,18191.563286686724,0.25,2.014599476179691,1.0,0.9999999996207799,18193.577872364163,48399741.6,938482851.72,312352.98955249763,948471335.7200003,3036.536762714702,3036.827489798321,0.9999999991277098,0.24999828777810817,0.25,-1.712221891825294e-06,backfill
2024-08-15,318385.432044239,808868340.0,2540.5318792588882,19.25877,19.25877,0.0,42000000.0,800000.0,6062.34523531748,0.25,2.1391992247186407,1.0,0.9999999987919864,6064.484419890239,15407015.999999998,953889867.72,318417.47397238784,963878351.7200003,3027.090001359614,3027.394644067984,0.9999999972207161,0.24999828744581842,0.25,-1.7125541815765644e-06,backfill
2024-08-16,318686.4734811686,835152977.0,2620.610055636236,19.865675,19.865675,0.0,42040000.0,40000.0,301.04143692960497,0.25,2.1807221372893086,1.0,0.9999999753705622,303.22214413051205,794627.0,954684494.72,318720.69611651835,964672978.7200003,3026.7032874681404,3027.0283146391635,0.9999999429954667,0.24999828757144016,0.25,-1.712428559841328e-06,backfill
2024-08-19,322621.7320957865,840822339.84,2606.2173009175003,19.756164,19.756164,0.0,42560000.0,520000.0,3935.2586146178655,0.25,6.548352194818534,1.0,0.9999999886216452,3941.8068771101284,10273205.28,964957700.0,322662.5029936285,974946184.0000002,3021.5664198800696,3021.9482663695403,0.9999999737919165,0.24999657549982607,0.25,-3.4245001739319214e-06,backfill
2024-08-20,322619.5223730305,837898425.2800001,2597.172108857012,19.687463,19.687463,0.0,42560000.0,0.0,-2.2097227560007013,0.25,2.209737891067031,1.0,6.607172453598764e-08,0.0,0.0,964957700.0,322662.5029936285,974946184.0000002,3021.5664198800696,3021.9689646453376,0.6999931705159705,0.24999828750660313,0.25,-1.7124933968659661e-06,backfill
2024-08-21,332926.5125062214,878641691.76,2639.146054021708,20.005503,20.005503,0.0,43920000.0,1360000.0,10306.990133190935,0.25,2.209722755979661,1.0,0.9999999992659473,10309.199840811922,27207484.080000006,992165184.08,332971.7028344404,1002153668.0800003,3009.726230634948,3010.1347607792964,0.999999998311364,0.24999828757549247,0.25,-1.7124245075272881e-06,backfill
2024-08-22,332924.2322032612,866983523.0400001,2604.1466471286485,19.740062,19.740062,0.0,43920000.0,0.0,-2.2803029601927847,0.25,2.280318578809736,1.0,6.402615149170288e-08,0.0,0.0,992165184.08,332971.7028344404,1002153668.0800003,3009.726230634948,3010.1553781406706,0.6999931698473771,0.2499982876403295,0.25,-1.71235967050265e-06,backfill
2024-08-23,332921.95191591926,911495696.4,2737.8660108006457,20.753545,20.753545,0.0,43920000.0,0.0,-2.280287341971416,0.25,2.28030296029631,1.0,6.402734875621263e-08,0.0,0.0,992165184.08,332971.7028344404,1002153668.0800003,3009.726230634948,3010.1759956432616,0.6999931699289027,0.24999828768895727,0.25,-1.7123110427341715e-06,backfill
2024-08-26,332915.111147603,895313064.9599999,2689.313386447804,20.385088,20.385088,0.0,43920000.0,0.0,-6.84076831623679,0.25,6.8408620256695745,1.0,1.0671284189633923e-08,0.0,0.0,992165184.08,332971.7028344404,1002153668.0800003,3009.726230634948,3010.2378489983294,0.6999863045306436,0.24999657544849674,0.25,-3.424551503261597e-06,backfill
2024-08-27,332912.8309227337,860424114.9600002,2584.532751637039,19.590713,19.590713,0.0,43920000.0,0.0,-2.280224869318772,0.25,2.280240487312349,1.0,6.402870700306096e-08,0.0,0.0,992165184.08,332971.7028344404,1002153668.0800003,3009.726230634948,3010.2584670657884,0.6999931698869565,0.24999828777405586,0.25,-1.712225944139334e-06,backfill
2024-08-28,332910.5507134823,838145475.3600001,2517.629656265705,19.083458,19.083458,0.0,43920000.0,0.0,-2.2802092513884418,0.25,2.2802248693337925,1.0,6.402890473378164e-08,0.0,0.0,992165184.08,332971.7028344404,1002153668.0800003,3009.726230634948,3010.279085274466,0.6999931698612525,0.24999828776189892,0.25,-1.7122381010814536e-06,backfill
2024-08-29,336243.41712797096,849412732.4799999,2526.1839762850227,19.148168,19.148168,0.0,44360000.0,440000.0,3332.8664144886425,0.25,2.2802092514622077,1.0,0.999999997658609,3335.1466081223402,8425193.92,1000590378.0,336306.8494425627,1010578862.0000002,3004.9309542016786,3005.4978343721264,0.9999999946115969,0.24999828725941198,0.25,-1.712740588022399e-06,backfill
2024-08-30,336241.11410664144,843710431.9199998,2509.2423160732583,19.019622,19.019622,0.0,44360000.0,0.0,-2.3030213295132853,0.25,2.3030371036162394,1.0,6.339504310393096e-08,0.0,0.0,1000590378.0,336306.8494425627,1010578862.0000002,3004.9309542016786,3005.518419973732,0.6999931697102795,0.24999828770921884,0.25,-1.712290781163972e-06,backfill
2024-09-03,336231.90217906254,825172565.36,2454.1768940192696,18.601726,18.601726,0.0,44360000.0,0.0,-9.21192757890094,0.25,9.212085317990176,1.0,6.339582636627483e-09,0.0,0.0,1000590378.0,336306.8494425627,1010578862.0000002,3004.9309542016786,3005.600763790135,0.6999828785487128,0.24999571924418096,0.25,-4.280755819041637e-06,backfill
2024-09-04,336229.5992366021,822175603.76,2445.280265707506,18.534166,18.534166,0.0,44360000.0,0.0,-2.302942460461054,0.25,2.3029582341031682,1.0,6.339689517798064e-08,0.0,0.0,1000590378.0,336306.8494425627,1010578862.0000002,3004.9309542016786,3005.6213500967356,0.6999931696763755,0.24999828785510214,0.25,-1.7121448978585363e-06,backfill
2024-09-05,336227.296309915,796615815.3599999,2369.2776407592237,17.957976,17.957976,0.0,44360000.0,0.0,-2.3029266870580614,0.25,2.302942460524672,1.0,6.339760061369049e-08,0.0,0.0,1000590378.0,336306.8494425627,1010578862.0000002,3004.9309542016786,3005.641936544339,0.6999931697058829,0.24999828774974198,0.25,-1.7122502580235732e-06,backfill
2024-09-06,336224.99339900137,747599434.88,2223.5094045873716,16.853008,16.853008,0.0,44360000.0,0.0,-2.3029109136550687,0.25,2.3029266870542124,1.0,6.33978717301531e-08,0.0,0.0,1000590378.0,336306.8494425627,1010578862.0000002,3004.9309542016786,3005.662523132945,0.6999931696883475,0.24999828763222487,0.25,-1.7123677751307298e-06,backfill
2024-09-09,338340.29088653176,791864897.76,2340.439253288852,17.738909,17.738909,0.0,44640000.0,280000.0,2115.2974875303917,0.25,6.9087327410753705,1.0,0.9999999777026567,2122.2061256323477,4966894.52,1005557272.52,338429.05556819506,1015545756.5200002,3000.7640886949875,3001.5513489659465,0.9999999485704616,0.2499965753890628,0.25,-3.4246109371915967e-06,backfill
2024-09-10,338337.9735031516,801682305.12,2369.4718533050996,17.958833,17.958833,0.0,44640000.0,0.0,-2.3173833801411092,0.25,2.317399252647478,1.0,6.300201826903162e-08,0.0,0.0,1005557272.52,338429.05556819506,1015545756.5200002,3000.7640886949875,3001.5719075368297,0.6999931695780011,0.24999828753902165,0.25,-1.712460978353647e-06,backfill
2024-09-11,340154.66503959894,794536086.9599999,2335.8082914062416,17.703567,17.703567,0.0,44880000.0,240000.0,1816.6915364473243,0.25,2.3173833801585726,1.0,0.9999999956370673,1819.0089039550562,4248856.08,1009806128.6,340248.0644721501,1019794612.6000003,2997.2091514527106,2998.0321230675504,0.9999999899541242,0.24999828785104983,0.25,-1.7121489501725762e-06,backfill
2024-09-12,340152.33522908366,800945399.76,2354.666767819166,17.846377,17.846377,0.0,44880000.0,0.0,-2.3298105152789503,0.25,2.3298264728739655,1.0,6.26660806579693e-08,0.0,0.0,1009806128.6,340248.0644721501,1019794612.6000003,2997.2091514527106,2998.052657534147,0.6999931694895861,0.2499982876686957,0.25,-1.7123313043043709e-06,backfill
2024-09-13,340150.0054345259,823530586.56,2421.0806214980976,18.349612,18.349612,0.0,44880000.0,0.0,-2.3297945577651262,0.25,2.3298105152676962,1.0,6.266644370089836e-08,0.0,0.0,1009806128.6,340248.0644721501,1019794612.6000003,2997.2091514527106,2998.0731921413903,0.6999931694824614,0.2499982874701323,0.25,-1.712529867692325e-06,backfill
2024-09-16,341658.80498860456,780763691.12,2285.2146050971646,17.319514,17.319514,0.0,45080000.0,200000.0,1508.799554078665,0.25,6.989383673312176,1.0,0.9999999684177732,1515.788842008,3463902.8000000003,1013270031.4,341763.8533141581,1023258515.4000002,2994.0513178244005,2994.9718855749356,0.9999999270682763,0.2499965753796074,0.25,-3.424620392600275e-06,backfill
2024-09-17,343475.399027788,807050764.9600002,2349.6610448503134,17.807828,17.807828,0.0,45320000.0,240000.0,1816.5940391834592,0.25,2.340128801291812,1.0,0.9999999955940507,1818.9341519564878,4273878.72,1017543910.12,343582.78746611456,1027532394.1200002,2990.6399028249907,2991.57493383353,0.9999999898549653,0.2499982880131424,0.25,-1.711986857610981e-06,backfill
2024-09-18,343473.0464726751,797129990.36,2320.7934321082657,17.588923,17.588923,0.0,45320000.0,0.0,-2.352555112913251,0.25,2.352571226217726,1.0,6.206051272883428e-08,0.0,0.0,1017543910.12,343582.78746611456,1027532394.1200002,2990.6399028249907,2991.5954240728033,0.6999931693399428,0.24999828727156892,0.25,-1.7127284310802793e-06,backfill
2024-09-19,345592.75470819965,852584750.3999999,2467.021483479554,18.697034,18.697034,0.0,45600000.0,280000.0,2119.7082355245366,0.25,2.3525551128265416,1.0,0.999999996203372,2122.0607745240122,5235169.52,1022779079.64,345704.84824063856,1032767563.6400002,2987.425744521553,2988.394720578025,0.9999999912593283,0.24999828797261925,0.25,-1.7120273807513797e-06,backfill
2024-09-20,347712.4338907108,884543551.76,2543.8939351764147,19.279502,19.279502,0.0,45880000.0,280000.0,2119.6791825111723,0.25,2.367073662384929,1.0,0.9999999961799058,2122.046239960724,5398260.5600000005,1028177340.1999999,347826.89448059927,1038165824.2000002,2984.7198151547937,2985.7023304674376,0.9999999912052515,0.2499982876970619,0.25,-1.7123029381060917e-06,backfill
2024-09-23,347705.28921254445,930390288.76,2675.8013686449126,20.278777,20.278777,0.0,45880000.0,0.0,-7.144678166368976,0.25,7.144776038850223,1.0,1.0217376500420983e-08,0.0,0.0,1028177340.1999999,347826.89448059927,1038165824.2000002,2984.7198151547937,2985.7636809355313,0.6999863044102186,0.2499965752769488,0.25,-3.424723051204115e-06,backfill
2024-09-24,347702.9076857795,918393356.9600002,2641.316298079287,20.017292,20.017292,0.0,45880000.0,0.0,-2.381526764947921,0.25,2.3815430767982497,1.0,6.130511975843689e-08,0.0,0.0,1028177340.1999999,347826.89448059927,1038165824.2000002,2984.7198151547937,2985.7841313717017,0.6999931690667377,0.24999828790778222,0.25,-1.7120922177760178e-06,backfill
2024-09-25,370132.81818663765,954574039.32,2579.004055886407,19.544923,19.544923,0.0,48840000.0,2960000.0,22429.910500858154,0.25,2.3815267649710927,1.0,0.9999999996364202,22432.292011311267,57852972.080000006,1086030312.28,370259.18649191054,1096018796.2800002,2960.13937335204,2961.1500046108804,0.9999999991636892,0.24999828756738784,0.25,-1.712432612155368e-06,backfill
2024-09-26,373767.9271071496,991307734.56,2652.2011726164587,20.099508,20.099508,0.0,49320000.0,480000.0,3635.1089205119642,0.25,2.5351562889495733,1.0,0.9999999976132967,3637.6440594369597,9647763.84,1095678076.12,373896.8305513475,1105666560.1200001,2957.1434411187342,2958.163287785348,0.9999999945072534,0.24999828770516652,0.25,-1.712294833478012e-06,backfill
2024-09-27,379524.9307154314,1024778025.6,2700.1599701717364,20.46282,20.46282,0.0,50080000.0,760000.0,5757.003608281782,0.25,2.5600542952544494,1.0,0.999999998477784,5759.563645042436,15551743.200000003,1111229819.32,379656.39419638994,1121218303.3200002,2953.244882634619,2954.2678558861053,0.9999999964975493,0.24999828781863132,0.25,-1.7121813686848952e-06,backfill
2024-09-30,383760.9341643841,993858310.5600002,2589.7849991533835,19.625954,19.625954,0.0,50640000.0,560000.0,4236.003448952688,0.25,7.79845748045407,1.0,0.9999999874137566,4243.801799606096,10990534.240000002,1122220353.56,383900.19599599607,1132208837.5600002,2949.2270370495166,2950.2972730283645,0.9999999710052981,0.24999657540392128,0.25,-3.4245960787160357e-06,backfill
2024-10-01,388002.078415508,968299059.2,2495.602763661149,18.912091,18.912091,0.0,51200000.0,560000.0,4241.144251123886,0.25,2.6284995490711243,1.0,0.9999999978788463,4243.7727326695685,10590770.96,1132811124.52,388143.9687286656,1142799608.5200002,2944.267335296098,2945.3440383280276,0.9999999951187173,0.24999828770516652,0.25,-1.712294833478012e-06,backfill
2024-10-02,387999.420885228,923821875.2,2380.987768209252,18.043396,18.043396,0.0,51200000.0,0.0,-2.6575302799465135,0.25,2.657548482298,1.0,5.4937953741784895e-08,0.0,0.0,1132811124.52,388143.9687286656,1142799608.5200002,2944.267335296098,2945.3642119173305,0.6999931671327169,0.24999828728777818,0.25,-1.7127122218241198e-06,backfill
2024-10-03,395574.825157782,927484849.8,2344.6508493811784,17.767909,17.767909,0.0,52200000.0,1000000.0,7575.404272553977,0.25,2.6575302800358083,1.0,0.9999999987990194,7578.061784631801,17767909.0,1150579033.52,395722.0305132974,1160567517.5200002,2932.784702470594,2933.876080352402,0.9999999972369018,0.24999828782268363,0.25,-1.7121773163708554e-06,backfill
2024-10-04,400725.16247843794,972871222.08,2427.7767237348303,18.397716,18.397716,0.0,52880000.0,680000.0,5150.337320655934,0.25,2.7094166106697397,1.0,0.999999998199362,5153.04671870906,12510446.879999999,1163089480.4,400875.0772320065,1173077964.4000003,2926.2930798790503,2927.3878314619706,0.9999999958566381,0.24999828785915446,0.25,-1.7121408455444964e-06,backfill
2024-10-07,406779.2118485958,991722915.92,2437.988193676728,18.474719,18.474719,0.0,53680000.0,800000.0,6054.049370157882,0.25,8.234078681063794,1.0,0.9999999906970445,6062.28333604464,14779775.200000001,1177869255.6000001,406937.3605680511,1187857739.6000004,2919.018637025238,2920.153500966327,0.9999999785778968,0.24999657527559802,0.25,-3.4247244019847134e-06,backfill
2024-10-08,406776.4257086938,989434591.2,2432.3793825470466,18.43209,18.43209,0.0,53680000.0,0.0,-2.7861399020184763,0.25,2.786158985264355,1.0,5.240198408529295e-08,0.0,0.0,1177869255.6000001,406937.3605680511,1187857739.6000004,2919.018637025238,2920.173502017703,0.699993166371119,0.2499982878996776,0.25,-1.7121003224040976e-06,backfill
